head,head_type,tail,tail_type,relation,journal_id,docs
湿热感毒型痤疮,中医疾病,芒硝,中药,由 治疗,2024716,"""陈彤云老师治疗湿热感毒型痤疮医案介绍 陈彤云教授为国家级名老中医,行医60余年,在治疗损容性皮肤疾病方面有着丰富的经验。在临证中陈教授常将痤疮分为湿热感毒、肺胃热盛、痰瘀互结、冲任不调4型。其中湿热感毒型是临床上最常见的1型;在治疗此型痤疮时陈教授往往以茵陈蒿汤配合黄连解毒汤加减为基础方剂,结合患者的具体情况酌情调药。如患者结节、囊肿较多,常加用浙贝母、夏枯草、生牡蛎、僵蚕、山甲等药物;如患者大便干燥,常加用大黄、枳实、芒硝、草决明等药物;如女性患者月经量少、后错,常加用白芍、坤草、泽兰等药物;患者油脂较重,常加生山楂;患者皮肤潮红明显,常加凌霄花、玫瑰花、野菊花等药物。陈教授还强调生活起居的规律,情志的影响,面部的清洁,忌食辛辣、高脂、高糖类食物及补品,以防止痤疮的加重和复发。"""
湿热感毒型痤疮,中医疾病,草决明,中药,由 治疗,2024716,"""陈彤云老师治疗湿热感毒型痤疮医案介绍 陈彤云教授为国家级名老中医,行医60余年,在治疗损容性皮肤疾病方面有着丰富的经验。在临证中陈教授常将痤疮分为湿热感毒、肺胃热盛、痰瘀互结、冲任不调4型。其中湿热感毒型是临床上最常见的1型;在治疗此型痤疮时陈教授往往以茵陈蒿汤配合黄连解毒汤加减为基础方剂,结合患者的具体情况酌情调药。如患者结节、囊肿较多,常加用浙贝母、夏枯草、生牡蛎、僵蚕、山甲等药物;如患者大便干燥,常加用大黄、枳实、芒硝、草决明等药物;如女性患者月经量少、后错,常加用白芍、坤草、泽兰等药物;患者油脂较重,常加生山楂;患者皮肤潮红明显,常加凌霄花、玫瑰花、野菊花等药物。陈教授还强调生活起居的规律,情志的影响,面部的清洁,忌食辛辣、高脂、高糖类食物及补品,以防止痤疮的加重和复发。"""
湿热感毒型痤疮,中医疾病,白芍,中药,由 治疗,2024716,"""陈彤云老师治疗湿热感毒型痤疮医案介绍 陈彤云教授为国家级名老中医,行医60余年,在治疗损容性皮肤疾病方面有着丰富的经验。在临证中陈教授常将痤疮分为湿热感毒、肺胃热盛、痰瘀互结、冲任不调4型。其中湿热感毒型是临床上最常见的1型;在治疗此型痤疮时陈教授往往以茵陈蒿汤配合黄连解毒汤加减为基础方剂,结合患者的具体情况酌情调药。如患者结节、囊肿较多,常加用浙贝母、夏枯草、生牡蛎、僵蚕、山甲等药物;如患者大便干燥,常加用大黄、枳实、芒硝、草决明等药物;如女性患者月经量少、后错,常加用白芍、坤草、泽兰等药物;患者油脂较重,常加生山楂;患者皮肤潮红明显,常加凌霄花、玫瑰花、野菊花等药物。陈教授还强调生活起居的规律,情志的影响,面部的清洁,忌食辛辣、高脂、高糖类食物及补品,以防止痤疮的加重和复发。"""
湿热感毒型痤疮,中医疾病,坤草,中药,由 治疗,2024716,"""陈彤云老师治疗湿热感毒型痤疮医案介绍 陈彤云教授为国家级名老中医,行医60余年,在治疗损容性皮肤疾病方面有着丰富的经验。在临证中陈教授常将痤疮分为湿热感毒、肺胃热盛、痰瘀互结、冲任不调4型。其中湿热感毒型是临床上最常见的1型;在治疗此型痤疮时陈教授往往以茵陈蒿汤配合黄连解毒汤加减为基础方剂,结合患者的具体情况酌情调药。如患者结节、囊肿较多,常加用浙贝母、夏枯草、生牡蛎、僵蚕、山甲等药物;如患者大便干燥,常加用大黄、枳实、芒硝、草决明等药物;如女性患者月经量少、后错,常加用白芍、坤草、泽兰等药物;患者油脂较重,常加生山楂;患者皮肤潮红明显,常加凌霄花、玫瑰花、野菊花等药物。陈教授还强调生活起居的规律,情志的影响,面部的清洁,忌食辛辣、高脂、高糖类食物及补品,以防止痤疮的加重和复发。"""
湿热感毒型痤疮,中医疾病,泽兰,中药,由 治疗,2024716,"""陈彤云老师治疗湿热感毒型痤疮医案介绍 陈彤云教授为国家级名老中医,行医60余年,在治疗损容性皮肤疾病方面有着丰富的经验。在临证中陈教授常将痤疮分为湿热感毒、肺胃热盛、痰瘀互结、冲任不调4型。其中湿热感毒型是临床上最常见的1型;在治疗此型痤疮时陈教授往往以茵陈蒿汤配合黄连解毒汤加减为基础方剂,结合患者的具体情况酌情调药。如患者结节、囊肿较多,常加用浙贝母、夏枯草、生牡蛎、僵蚕、山甲等药物;如患者大便干燥,常加用大黄、枳实、芒硝、草决明等药物;如女性患者月经量少、后错,常加用白芍、坤草、泽兰等药物;患者油脂较重,常加生山楂;患者皮肤潮红明显,常加凌霄花、玫瑰花、野菊花等药物。陈教授还强调生活起居的规律,情志的影响,面部的清洁,忌食辛辣、高脂、高糖类食物及补品,以防止痤疮的加重和复发。"""
湿热感毒型痤疮,中医疾病,生山楂,中药,由 治疗,2024716,"""陈彤云老师治疗湿热感毒型痤疮医案介绍 陈彤云教授为国家级名老中医,行医60余年,在治疗损容性皮肤疾病方面有着丰富的经验。在临证中陈教授常将痤疮分为湿热感毒、肺胃热盛、痰瘀互结、冲任不调4型。其中湿热感毒型是临床上最常见的1型;在治疗此型痤疮时陈教授往往以茵陈蒿汤配合黄连解毒汤加减为基础方剂,结合患者的具体情况酌情调药。如患者结节、囊肿较多,常加用浙贝母、夏枯草、生牡蛎、僵蚕、山甲等药物;如患者大便干燥,常加用大黄、枳实、芒硝、草决明等药物;如女性患者月经量少、后错,常加用白芍、坤草、泽兰等药物;患者油脂较重,常加生山楂;患者皮肤潮红明显,常加凌霄花、玫瑰花、野菊花等药物。陈教授还强调生活起居的规律,情志的影响,面部的清洁,忌食辛辣、高脂、高糖类食物及补品,以防止痤疮的加重和复发。"""
湿热感毒型痤疮,中医疾病,凌霄花,中药,由 治疗,2024716,"""陈彤云老师治疗湿热感毒型痤疮医案介绍 陈彤云教授为国家级名老中医,行医60余年,在治疗损容性皮肤疾病方面有着丰富的经验。在临证中陈教授常将痤疮分为湿热感毒、肺胃热盛、痰瘀互结、冲任不调4型。其中湿热感毒型是临床上最常见的1型;在治疗此型痤疮时陈教授往往以茵陈蒿汤配合黄连解毒汤加减为基础方剂,结合患者的具体情况酌情调药。如患者结节、囊肿较多,常加用浙贝母、夏枯草、生牡蛎、僵蚕、山甲等药物;如患者大便干燥,常加用大黄、枳实、芒硝、草决明等药物;如女性患者月经量少、后错,常加用白芍、坤草、泽兰等药物;患者油脂较重,常加生山楂;患者皮肤潮红明显,常加凌霄花、玫瑰花、野菊花等药物。陈教授还强调生活起居的规律,情志的影响,面部的清洁,忌食辛辣、高脂、高糖类食物及补品,以防止痤疮的加重和复发。"""
湿热感毒型痤疮,中医疾病,玫瑰花,中药,由 治疗,2024716,"""陈彤云老师治疗湿热感毒型痤疮医案介绍 陈彤云教授为国家级名老中医,行医60余年,在治疗损容性皮肤疾病方面有着丰富的经验。在临证中陈教授常将痤疮分为湿热感毒、肺胃热盛、痰瘀互结、冲任不调4型。其中湿热感毒型是临床上最常见的1型;在治疗此型痤疮时陈教授往往以茵陈蒿汤配合黄连解毒汤加减为基础方剂,结合患者的具体情况酌情调药。如患者结节、囊肿较多,常加用浙贝母、夏枯草、生牡蛎、僵蚕、山甲等药物;如患者大便干燥,常加用大黄、枳实、芒硝、草决明等药物;如女性患者月经量少、后错,常加用白芍、坤草、泽兰等药物;患者油脂较重,常加生山楂;患者皮肤潮红明显,常加凌霄花、玫瑰花、野菊花等药物。陈教授还强调生活起居的规律,情志的影响,面部的清洁,忌食辛辣、高脂、高糖类食物及补品,以防止痤疮的加重和复发。"""
湿热感毒型痤疮,中医疾病,野菊花,中药,由 治疗,2024716,"""陈彤云老师治疗湿热感毒型痤疮医案介绍 陈彤云教授为国家级名老中医,行医60余年,在治疗损容性皮肤疾病方面有着丰富的经验。在临证中陈教授常将痤疮分为湿热感毒、肺胃热盛、痰瘀互结、冲任不调4型。其中湿热感毒型是临床上最常见的1型;在治疗此型痤疮时陈教授往往以茵陈蒿汤配合黄连解毒汤加减为基础方剂,结合患者的具体情况酌情调药。如患者结节、囊肿较多,常加用浙贝母、夏枯草、生牡蛎、僵蚕、山甲等药物;如患者大便干燥,常加用大黄、枳实、芒硝、草决明等药物;如女性患者月经量少、后错,常加用白芍、坤草、泽兰等药物;患者油脂较重,常加生山楂;患者皮肤潮红明显,常加凌霄花、玫瑰花、野菊花等药物。陈教授还强调生活起居的规律,情志的影响,面部的清洁,忌食辛辣、高脂、高糖类食物及补品,以防止痤疮的加重和复发。"""
湿热感毒型痤疮,中医疾病,黄连解毒汤,方剂,中医疾病,2024716,"""陈彤云老师治疗湿热感毒型痤疮医案介绍 陈彤云教授为国家级名老中医,行医60余年,在治疗损容性皮肤疾病方面有着丰富的经验。在临证中陈教授常将痤疮分为湿热感毒、肺胃热盛、痰瘀互结、冲任不调4型。其中湿热感毒型是临床上最常见的1型;在治疗此型痤疮时陈教授往往以茵陈蒿汤配合黄连解毒汤加减为基础方剂,结合患者的具体情况酌情调药。如患者结节、囊肿较多,常加用浙贝母、夏枯草、生牡蛎、僵蚕、山甲等药物;如患者大便干燥,常加用大黄、枳实、芒硝、草决明等药物;如女性患者月经量少、后错,常加用白芍、坤草、泽兰等药物;患者油脂较重,常加生山楂;患者皮肤潮红明显,常加凌霄花、玫瑰花、野菊花等药物。陈教授还强调生活起居的规律,情志的影响,面部的清洁,忌食辛辣、高脂、高糖类食物及补品,以防止痤疮的加重和复发。"""
寻常型银屑病,中医疾病,病症,中医症状,表现,2024717,陈彤云老师治疗寻常型银屑病经验 本文首先介绍了寻常型银屑病病症，然后介绍了陈彤云老师对寻常型银屑病的辨证分析以及治疗时药物的选用，最后对临床病例及其治疗方案进行了分析，可以看出，陈老在早些时期治疗寻常型银屑病以养血凉血，解毒清热为主，近几年则以凉血养阴解毒为主。从中反映了陈老对寻常型银屑病的认识也是在不断变化发展。
陈彤云,名医,寻常型银屑病,中医疾病,治疗,2024717,陈彤云老师治疗寻常型银屑病经验 本文首先介绍了寻常型银屑病病症，然后介绍了陈彤云老师对寻常型银屑病的辨证分析以及治疗时药物的选用，最后对临床病例及其治疗方案进行了分析，可以看出，陈老在早些时期治疗寻常型银屑病以养血凉血，解毒清热为主，近几年则以凉血养阴解毒为主。从中反映了陈老对寻常型银屑病的认识也是在不断变化发展。
寻常型银屑病,中医疾病,陈彤云老师的辨证,中医诊断,证型分析,2024717,陈彤云老师治疗寻常型银屑病经验 本文首先介绍了寻常型银屑病病症，然后介绍了陈彤云老师对寻常型银屑病的辨证分析以及治疗时药物的选用，最后对临床病例及其治疗方案进行了分析，可以看出，陈老在早些时期治疗寻常型银屑病以养血凉血，解毒清热为主，近几年则以凉血养阴解毒为主。从中反映了陈老对寻常型银屑病的认识也是在不断变化发展。
陈彤云老师的药物选择,用药,寻常型银屑病,中医疾病,治疗,2024717,陈彤云老师治疗寻常型银屑病经验 本文首先介绍了寻常型银屑病病症，然后介绍了陈彤云老师对寻常型银屑病的辨证分析以及治疗时药物的选用，最后对临床病例及其治疗方案进行了分析，可以看出，陈老在早些时期治疗寻常型银屑病以养血凉血，解毒清热为主，近几年则以凉血养阴解毒为主。从中反映了陈老对寻常型银屑病的认识也是在不断变化发展。
陈老对寻常型银屑病的认识,理解,陈彤云老师的辨证和治疗变化,中医诊断和治疗,演变,2024717,陈彤云老师治疗寻常型银屑病经验 本文首先介绍了寻常型银屑病病症，然后介绍了陈彤云老师对寻常型银屑病的辨证分析以及治疗时药物的选用，最后对临床病例及其治疗方案进行了分析，可以看出，陈老在早些时期治疗寻常型银屑病以养血凉血，解毒清热为主，近几年则以凉血养阴解毒为主。从中反映了陈老对寻常型银屑病的认识也是在不断变化发展。
陈彤云,名医,赵炳南,名医,从师于,2024718,陈彤云学术思想及思辨特点 陈彤云老师遵古不泥，勇于创新，在继承哈老、赵老大夫治疗经验的同时，结合当时疾病的发病特点，创立以散结消肿为主、助以扶正的治疗原则。有时在不应用抗生素的情况下，亦取得了满意的疗效。在65年的临床实践中，陈彤云老师一贯治学严谨、好学深思，对医术精益求精，兢兢业业，带徒时循循善诱、诲人不倦。坚持治病求本的原则，以中医的精髓--辨证论治为指导思想，重视内治，善于师法前人，又乐于接受现代医学的新观点、新成果、新技术和新方法，用药博采众长。在临床、教学和科研中不断总结提高，逐步形成了独具一格的学术思想与学术风格。
痤疮,中医疾病,针尖或米粒大小的丘疹、黑头、脓疱、结节甚至囊肿,中医证型症状,具有特点,2024719,陈彤云治疗痤疮的临证经验总结 痤疮是一种发生于面颈、胸背部的毛囊、皮脂腺的慢性炎症性疾病，其特点为颜面和胸背发生针尖或米粒大小的丘疹，或见黑头、脓疱、结节甚至囊肿，青春期多发，具有一定的损容性。 古人对本病早有记载，多称之为“肺风粉刺”。中医对本病的认识早在《黄帝内经》中就有比较详细的论述。《素问·生气通天论第三》中：“汗出见湿，乃生痤疿……劳汗当风，寒薄为鼓，郁乃痤”。《黄帝内经素问直解》中对本句的注释为：“若夏月汗出，而见水湿之气，则皮肤湿热，生疖如痤，生疹如痱……若劳碌汗出当风，寒薄于皮肤而上行，则为粉刺，寒郁于皮肤而外泄，则为小疖。痤、痱、皶乃血滞于肤表之轻症。”
痤疮,中医疾病,面颈、胸背,中医疾病部位,发生部位,2024719,陈彤云治疗痤疮的临证经验总结 痤疮是一种发生于面颈、胸背部的毛囊、皮脂腺的慢性炎症性疾病，其特点为颜面和胸背发生针尖或米粒大小的丘疹，或见黑头、脓疱、结节甚至囊肿，青春期多发，具有一定的损容性。 古人对本病早有记载，多称之为“肺风粉刺”。中医对本病的认识早在《黄帝内经》中就有比较详细的论述。《素问·生气通天论第三》中：“汗出见湿，乃生痤疿……劳汗当风，寒薄为鼓，郁乃痤”。《黄帝内经素问直解》中对本句的注释为：“若夏月汗出，而见水湿之气，则皮肤湿热，生疖如痤，生疹如痱……若劳碌汗出当风，寒薄于皮肤而上行，则为粉刺，寒郁于皮肤而外泄，则为小疖。痤、痱、皶乃血滞于肤表之轻症。”
肺风粉刺,古代称谓,痤疮,中医疾病,被认为是,2024719,陈彤云治疗痤疮的临证经验总结 痤疮是一种发生于面颈、胸背部的毛囊、皮脂腺的慢性炎症性疾病，其特点为颜面和胸背发生针尖或米粒大小的丘疹，或见黑头、脓疱、结节甚至囊肿，青春期多发，具有一定的损容性。 古人对本病早有记载，多称之为“肺风粉刺”。中医对本病的认识早在《黄帝内经》中就有比较详细的论述。《素问·生气通天论第三》中：“汗出见湿，乃生痤疿……劳汗当风，寒薄为鼓，郁乃痤”。《黄帝内经素问直解》中对本句的注释为：“若夏月汗出，而见水湿之气，则皮肤湿热，生疖如痤，生疹如痱……若劳碌汗出当风，寒薄于皮肤而上行，则为粉刺，寒郁于皮肤而外泄，则为小疖。痤、痱、皶乃血滞于肤表之轻症。”
黄帝内经,医学著作,痤疮的病因和治疗,中医理论内容,讨论了,2024719,陈彤云治疗痤疮的临证经验总结 痤疮是一种发生于面颈、胸背部的毛囊、皮脂腺的慢性炎症性疾病，其特点为颜面和胸背发生针尖或米粒大小的丘疹，或见黑头、脓疱、结节甚至囊肿，青春期多发，具有一定的损容性。 古人对本病早有记载，多称之为“肺风粉刺”。中医对本病的认识早在《黄帝内经》中就有比较详细的论述。《素问·生气通天论第三》中：“汗出见湿，乃生痤疿……劳汗当风，寒薄为鼓，郁乃痤”。《黄帝内经素问直解》中对本句的注释为：“若夏月汗出，而见水湿之气，则皮肤湿热，生疖如痤，生疹如痱……若劳碌汗出当风，寒薄于皮肤而上行，则为粉刺，寒郁于皮肤而外泄，则为小疖。痤、痱、皶乃血滞于肤表之轻症。”
陈彤云,名医,痤疮的临证经验,中医临床实践内容,总结了,2024719,陈彤云治疗痤疮的临证经验总结 痤疮是一种发生于面颈、胸背部的毛囊、皮脂腺的慢性炎症性疾病，其特点为颜面和胸背发生针尖或米粒大小的丘疹，或见黑头、脓疱、结节甚至囊肿，青春期多发，具有一定的损容性。 古人对本病早有记载，多称之为“肺风粉刺”。中医对本病的认识早在《黄帝内经》中就有比较详细的论述。《素问·生气通天论第三》中：“汗出见湿，乃生痤疿……劳汗当风，寒薄为鼓，郁乃痤”。《黄帝内经素问直解》中对本句的注释为：“若夏月汗出，而见水湿之气，则皮肤湿热，生疖如痤，生疹如痱……若劳碌汗出当风，寒薄于皮肤而上行，则为粉刺，寒郁于皮肤而外泄，则为小疖。痤、痱、皶乃血滞于肤表之轻症。”
痤疮,中医疾病,陈彤云,中医疾病,被治疗,2024720,"""陈彤云治疗痤疮临床经验总结 陈彤云教授多年来致力于痤疮的研究,积累了丰富的临床经验.本人有幸跟随陈老学习,现就其临床治疗100例痤疮患者的经验整理介绍如下."""
陈彤云,名医,痤疮,中医疾病,治疗,2024721,"""陈彤云治疗痤疮临床药证研究 目的 以药证为纲领,以陈彤云教授理论精髓为依据,发掘其治疗痤疮的辨证用药规律.方法 把中医理论思维与数据挖掘技术相结合,以陈彤云教授治疗痤疮的207个原始处方作为分析对象,制作数据库并使用统计软件.从多个角度进行分析对比、综合归纳.结果 其处方药证规律:在以法统方的基础上,根据痤疮辨证基本证型及药物统计结果,分析出常用基础方1个.遣方用药中涉及88味药物,根据出现频次总结了14味最为常用药物.207张处方中药物按其功能分类,以清热药居首位,活血调经药、补阴药和理气药使用次之.按性味归经进行分析,苦味药、甘味药、寒凉药、辛味药相加占总体的74%,入肺、胃、肝经的药物占总体的55%.结论 治疗痤疮当以清热解毒燥湿、活血化瘀并举,同时养阴理气;痤疮病位在于肝、胃、肺三经."""
痤疮,中医疾病,肝、胃、肺三经,病位,病位在,2024721,"""陈彤云治疗痤疮临床药证研究 目的 以药证为纲领,以陈彤云教授理论精髓为依据,发掘其治疗痤疮的辨证用药规律.方法 把中医理论思维与数据挖掘技术相结合,以陈彤云教授治疗痤疮的207个原始处方作为分析对象,制作数据库并使用统计软件.从多个角度进行分析对比、综合归纳.结果 其处方药证规律:在以法统方的基础上,根据痤疮辨证基本证型及药物统计结果,分析出常用基础方1个.遣方用药中涉及88味药物,根据出现频次总结了14味最为常用药物.207张处方中药物按其功能分类,以清热药居首位,活血调经药、补阴药和理气药使用次之.按性味归经进行分析,苦味药、甘味药、寒凉药、辛味药相加占总体的74%,入肺、胃、肝经的药物占总体的55%.结论 治疗痤疮当以清热解毒燥湿、活血化瘀并举,同时养阴理气;痤疮病位在于肝、胃、肺三经."""
湿热感毒,中医证候,弦数,脉象诊断,有脉象,2024722,"""陈彤云治疗湿热感毒型痤疮医案 陈彤云教授为国家级名老中医,行医60余年,在治疗损容性皮肤疾病方面有着丰富的经验.在临证中陈教授常将痤疮分为湿热感毒、肺胃热盛、痰瘀互结、冲任不调4型.其中湿热感毒型是临床上最常见的1型;在治疗此型痤疮时陈教授往往以茵陈蒿汤配合黄连解毒汤加减为基础方剂,结合患者的具体情况酌情调药.如患者结节、囊肿较多,常加用浙贝母、夏枯草、生牡蛎、僵蚕、山甲等药物;如患者大便干燥,常加用大黄、枳实、芒硝、草决明等药物;如女性患者月经量少、后错,常加用白芍、坤草、泽兰等药物;患者油脂较重,常加生山楂;患者皮肤潮红明显,常加凌霄花、玫瑰花、野菊花等药物.陈教授还强调生活起居的规律,情志的影响,面部的清洁,忌食辛辣、高脂、高糖类食物及补品,以防止痤疮的加重和复发."""
湿热感毒,中医证候,舌苔薄黄,舌象诊断,有舌象,2024722,"""陈彤云治疗湿热感毒型痤疮医案 陈彤云教授为国家级名老中医,行医60余年,在治疗损容性皮肤疾病方面有着丰富的经验.在临证中陈教授常将痤疮分为湿热感毒、肺胃热盛、痰瘀互结、冲任不调4型.其中湿热感毒型是临床上最常见的1型;在治疗此型痤疮时陈教授往往以茵陈蒿汤配合黄连解毒汤加减为基础方剂,结合患者的具体情况酌情调药.如患者结节、囊肿较多,常加用浙贝母、夏枯草、生牡蛎、僵蚕、山甲等药物;如患者大便干燥,常加用大黄、枳实、芒硝、草决明等药物;如女性患者月经量少、后错,常加用白芍、坤草、泽兰等药物;患者油脂较重,常加生山楂;患者皮肤潮红明显,常加凌霄花、玫瑰花、野菊花等药物.陈教授还强调生活起居的规律,情志的影响,面部的清洁,忌食辛辣、高脂、高糖类食物及补品,以防止痤疮的加重和复发."""
湿热感毒,中医证候,痤疮,中医疾病,对应,2024722,"""陈彤云治疗湿热感毒型痤疮医案 陈彤云教授为国家级名老中医,行医60余年,在治疗损容性皮肤疾病方面有着丰富的经验.在临证中陈教授常将痤疮分为湿热感毒、肺胃热盛、痰瘀互结、冲任不调4型.其中湿热感毒型是临床上最常见的1型;在治疗此型痤疮时陈教授往往以茵陈蒿汤配合黄连解毒汤加减为基础方剂,结合患者的具体情况酌情调药.如患者结节、囊肿较多,常加用浙贝母、夏枯草、生牡蛎、僵蚕、山甲等药物;如患者大便干燥,常加用大黄、枳实、芒硝、草决明等药物;如女性患者月经量少、后错,常加用白芍、坤草、泽兰等药物;患者油脂较重,常加生山楂;患者皮肤潮红明显,常加凌霄花、玫瑰花、野菊花等药物.陈教授还强调生活起居的规律,情志的影响,面部的清洁,忌食辛辣、高脂、高糖类食物及补品,以防止痤疮的加重和复发."""
湿热感毒,中医证候,茵陈蒿汤,方剂,由 治疗,2024722,"""陈彤云治疗湿热感毒型痤疮医案 陈彤云教授为国家级名老中医,行医60余年,在治疗损容性皮肤疾病方面有着丰富的经验.在临证中陈教授常将痤疮分为湿热感毒、肺胃热盛、痰瘀互结、冲任不调4型.其中湿热感毒型是临床上最常见的1型;在治疗此型痤疮时陈教授往往以茵陈蒿汤配合黄连解毒汤加减为基础方剂,结合患者的具体情况酌情调药.如患者结节、囊肿较多,常加用浙贝母、夏枯草、生牡蛎、僵蚕、山甲等药物;如患者大便干燥,常加用大黄、枳实、芒硝、草决明等药物;如女性患者月经量少、后错,常加用白芍、坤草、泽兰等药物;患者油脂较重,常加生山楂;患者皮肤潮红明显,常加凌霄花、玫瑰花、野菊花等药物.陈教授还强调生活起居的规律,情志的影响,面部的清洁,忌食辛辣、高脂、高糖类食物及补品,以防止痤疮的加重和复发."""
茵陈蒿汤,方剂,茵陈蒿,中药,由 组成,2024722,"""陈彤云治疗湿热感毒型痤疮医案 陈彤云教授为国家级名老中医,行医60余年,在治疗损容性皮肤疾病方面有着丰富的经验.在临证中陈教授常将痤疮分为湿热感毒、肺胃热盛、痰瘀互结、冲任不调4型.其中湿热感毒型是临床上最常见的1型;在治疗此型痤疮时陈教授往往以茵陈蒿汤配合黄连解毒汤加减为基础方剂,结合患者的具体情况酌情调药.如患者结节、囊肿较多,常加用浙贝母、夏枯草、生牡蛎、僵蚕、山甲等药物;如患者大便干燥,常加用大黄、枳实、芒硝、草决明等药物;如女性患者月经量少、后错,常加用白芍、坤草、泽兰等药物;患者油脂较重,常加生山楂;患者皮肤潮红明显,常加凌霄花、玫瑰花、野菊花等药物.陈教授还强调生活起居的规律,情志的影响,面部的清洁,忌食辛辣、高脂、高糖类食物及补品,以防止痤疮的加重和复发."""
茵陈蒿汤,方剂,黄连解毒汤,方剂,组成,2024722,"""陈彤云治疗湿热感毒型痤疮医案 陈彤云教授为国家级名老中医,行医60余年,在治疗损容性皮肤疾病方面有着丰富的经验.在临证中陈教授常将痤疮分为湿热感毒、肺胃热盛、痰瘀互结、冲任不调4型.其中湿热感毒型是临床上最常见的1型;在治疗此型痤疮时陈教授往往以茵陈蒿汤配合黄连解毒汤加减为基础方剂,结合患者的具体情况酌情调药.如患者结节、囊肿较多,常加用浙贝母、夏枯草、生牡蛎、僵蚕、山甲等药物;如患者大便干燥,常加用大黄、枳实、芒硝、草决明等药物;如女性患者月经量少、后错,常加用白芍、坤草、泽兰等药物;患者油脂较重,常加生山楂;患者皮肤潮红明显,常加凌霄花、玫瑰花、野菊花等药物.陈教授还强调生活起居的规律,情志的影响,面部的清洁,忌食辛辣、高脂、高糖类食物及补品,以防止痤疮的加重和复发."""
硬皮病,中医疾病,脾肾阳虚,病因病机,辨证为,2024724,"""陈学荣教授治疗硬皮病的辨证思想 硬皮病在祖国医学中称为""""皮痹"""",赵炳南老先生称之为""""皮痹疽"""",其病因病机多为脾肾阳虚,卫外不固,腠理不密,风寒之邪乘隙外侵,阻于皮肤肌肉,以经络阻隔,气血凝滞,营卫不和,而痹塞不通,故名."""
硬皮病,中医疾病,卫外不固,病因病机,辨证为,2024724,"""陈学荣教授治疗硬皮病的辨证思想 硬皮病在祖国医学中称为""""皮痹"""",赵炳南老先生称之为""""皮痹疽"""",其病因病机多为脾肾阳虚,卫外不固,腠理不密,风寒之邪乘隙外侵,阻于皮肤肌肉,以经络阻隔,气血凝滞,营卫不和,而痹塞不通,故名."""
硬皮病,中医疾病,腠理不密,病因病机,辨证为,2024724,"""陈学荣教授治疗硬皮病的辨证思想 硬皮病在祖国医学中称为""""皮痹"""",赵炳南老先生称之为""""皮痹疽"""",其病因病机多为脾肾阳虚,卫外不固,腠理不密,风寒之邪乘隙外侵,阻于皮肤肌肉,以经络阻隔,气血凝滞,营卫不和,而痹塞不通,故名."""
风寒之邪,中医诊断,软组织和皮肤,经络,侵入,2024724,"""陈学荣教授治疗硬皮病的辨证思想 硬皮病在祖国医学中称为""""皮痹"""",赵炳南老先生称之为""""皮痹疽"""",其病因病机多为脾肾阳虚,卫外不固,腠理不密,风寒之邪乘隙外侵,阻于皮肤肌肉,以经络阻隔,气血凝滞,营卫不和,而痹塞不通,故名."""
三七粉,中药,硬皮病,中医疾病,治疗,2024724,"""陈学荣教授治疗硬皮病的辨证思想 硬皮病在祖国医学中称为""""皮痹"""",赵炳南老先生称之为""""皮痹疽"""",其病因病机多为脾肾阳虚,卫外不固,腠理不密,风寒之邪乘隙外侵,阻于皮肤肌肉,以经络阻隔,气血凝滞,营卫不和,而痹塞不通,故名."""
虫类药,方剂,全蝎,中药,由 组成,2024725,虫类药在中医外科治疗中的应用 虫类药特指昆虫类药物，如全蝎、蜈蚣、僵蚕、蝉蜕、乌梢蛇等等，是我国传统医学用药的一个重要组成部分。虫类药的应用历史悠久，历代医家均有提及，到了近年随着药物研究的发展，虫类药也更为广泛的应用于临床治疗中，特别是在中医外科中，对于一些顽固的疾病，虫类药的作用是不可替代的。现列举了中医外科常用有效的虫类药物。
虫类药,方剂,蜈蚣,中药,由 组成,2024725,虫类药在中医外科治疗中的应用 虫类药特指昆虫类药物，如全蝎、蜈蚣、僵蚕、蝉蜕、乌梢蛇等等，是我国传统医学用药的一个重要组成部分。虫类药的应用历史悠久，历代医家均有提及，到了近年随着药物研究的发展，虫类药也更为广泛的应用于临床治疗中，特别是在中医外科中，对于一些顽固的疾病，虫类药的作用是不可替代的。现列举了中医外科常用有效的虫类药物。
虫类药,方剂,僵蚕,中药,由 组成,2024725,虫类药在中医外科治疗中的应用 虫类药特指昆虫类药物，如全蝎、蜈蚣、僵蚕、蝉蜕、乌梢蛇等等，是我国传统医学用药的一个重要组成部分。虫类药的应用历史悠久，历代医家均有提及，到了近年随着药物研究的发展，虫类药也更为广泛的应用于临床治疗中，特别是在中医外科中，对于一些顽固的疾病，虫类药的作用是不可替代的。现列举了中医外科常用有效的虫类药物。
虫类药,方剂,蝉蜕,中药,由 组成,2024725,虫类药在中医外科治疗中的应用 虫类药特指昆虫类药物，如全蝎、蜈蚣、僵蚕、蝉蜕、乌梢蛇等等，是我国传统医学用药的一个重要组成部分。虫类药的应用历史悠久，历代医家均有提及，到了近年随着药物研究的发展，虫类药也更为广泛的应用于临床治疗中，特别是在中医外科中，对于一些顽固的疾病，虫类药的作用是不可替代的。现列举了中医外科常用有效的虫类药物。
