ID,名医,资料来源,西医病名,中医病名,证候,临床表现,治法,方名,组成,主治,加减,用法用量,论治经验,方解,备注
762,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.12

",慢性荨麻疹$皮肤瘙痒症,,,,活血祛瘀$和营消风,活血祛风汤 ,归尾 9 克 赤芍 9 克 桃仁 9 克 红花 9 克 荆芥 9 克 蝉衣 6 克 白蒺藜 9 克 甘草 6 克。,,,,,本方根据治风先治血，血行风自灭之旨。重用活血药归尾、赤芍、桃仁、红花等，佐以荆芥、蝉衣、蒺藜消风；甘草调和诸药。用于荨麻疹日久发作，以及皮肤瘙痒不止，舌质紫，脉细涩 等证。,
763,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.12

",皮肤瘙痒症,,,,养血润燥$熄风止痒,止痒熄风方 ,生地 30 克 元参 9 克 当归 9 克 丹参 9 克 白蒺藜 9 克 煅龙牡（各） 15 克 炙甘草 6 克,,,,,生、元参滋阴润燥；当归、丹参养血润肤；煅龙牡、白蒺藜熄风止痒；甘草润燥。适用于血虚阴伤，皮肤干燥发痒。舌淡苔净，脉细弦诸证,
764,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.12

",皮肤瘙痒症,,,,养血润燥$消风止痒,养血熄风方 ,黄芪 15 克 当归 9 克 白芍 9 克 川芎 6 克 红花 9 克 元参 9 克 荆芥 9 克 白蒺藜 9 克 甘草 6 克。,,,,,当归、白芍养血润燥；元参滋阴润燥；红花活血、川芎行血中之气；黄芪补气，气行血亦行；荆芥、白蒺藜消风止痒、甘草润燥。本方适用于老年气血日衰，血不养肤，皮肤干燥发痒，舌质淡苔净之证,
765,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.12

",慢性荨麻疹$皮肤瘙痒症$泛发性神经性皮炎$扁平苔藓$结节性痒疹,,,,搜风清热$败毒止痒,乌蛇驱风汤 ,乌蛇 9 克 蝉衣 6 克 荆芥 9 克 防风 9 克 羌活 9 克 白芷6 克 黄连 6 克 黄芩 9 克 银花 9 克 连翘 9 克 甘草 6 克,,,,,乌蛇、蝉衣搜剔风邪；荆芥、防风、羌活、白芷祛风止 痒；黄连、黄芩清热燥湿；银花、连翘、甘草清热败毒。用于风热之邪内郁日久，未经发泄，皮肤剧痒，使风湿之邪复从表而出。  ,
766,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.12

",药物性皮炎$接触性皮炎$日光性皮炎,,,,清营凉血$泄热化毒,皮炎汤 ,生地 30 克 丹皮 9 克 赤芍 9 克 知母 9 克 生石膏 30 克 银花 9 克 连翘 9 克 竹叶 9 克 生甘草 6 克,,,,,本方由犀角地黄汤、白虎汤增减而成。生地、丹皮、赤芍清营凉血；知母、生石膏清解肌热；竹叶轻清风热；银花、连翘、生甘草重在解毒。适用于中药毒及风毒肿之证。证见舌质红绛，脉滑数等,
767,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.12

",剥脱性皮炎$红皮症,,,,养阴增液$清热解毒,增液解毒汤 ,生地 30 克 元参 12 克 麦冬 9 克 石斛 9 克（先煎）  沙参 9 克 丹参 9 克 赤芍 9 克 花粉 9 克 银花 15 克 连翘 9 克 炙鳖甲 9 克 炙龟板 9 克 生甘草 6 克,,,,,生地、元参、麦冬、石斛、花粉、沙参养阴增液；鳖甲、龟板滋阴潜阳；丹参、赤芍凉血和营；银花、连翘、甘草清热解毒。用于毒热伤营耗液，而致皮肤剥脱，潮红等证,
768,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.12

",疖肿$毛囊炎$脓疱病$丹毒$脚气感染,,,,清热解毒消肿,消炎方,黄连 6 克 黄芩 9 克 丹皮 9 克 赤芍 9 克 蚤休 9 克 银花 9 克 连翘 9 克 生甘草 6 克,,,,,黄连、黄芩苦寒泻火；丹皮、赤芍凉血清热；银花、连翘、蚤休、甘草清热解毒。适用于一切火毒诸证，大便干结，可加大青叶、大黄,
769,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.12

",痤疮$酒皶鼻,,,,清肺胃经热,凉血清肺饮,生地 30 克 丹皮 9 克 赤芍 9 克 黄芩 9 克 知母 9 克 生石膏 30 克 桑白皮 9 克 枇杷叶 9 克 生甘草 6 克 ,,,,,生地、丹皮、赤芍凉血清热；黄芩、枇杷叶、桑白皮清肺热；知母、生石膏清胃热；生甘草清热解毒。用于脾胃积热。上蒸于肺。而成肺风粉刺、酒刺、酒皶鼻诸证。如大便秘结，可加大黄、大青叶。,
770,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.12

",银屑病进行期,,,,凉血清热$解毒治疮,白疕一号方,生地 30 克 生槐花 30 克 山豆根 9 克 白藓皮 15 克 草河车 15 克 大青叶 15 克 紫草 15 克 黄药子 12 克,,,,,生地、生槐花、紫草凉血清热；山豆根、草河车、大青叶清热解毒；白藓皮消风止痒；黄药子凉血解毒。用于牛皮癣进行期，血热风燥之证。,
771,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.12

",银屑病早期,,,,清热解毒$祛风除湿,白疕二号方 ,土茯苓 30 克 忍冬藤 9 克 生甘草 6 克 板蓝根 15 克 威灵仙 15 克 山豆根 9 克 草河车 15 克 白藓皮 15 克。 ,,,,,土茯苓、白藓皮、威灵仙祛风除湿；板蓝根、山豆根、草河车、忍冬藤、生甘草清热解毒。 ,
772,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.12

",扁平疣$寻常疣$传染性软疣,,,,解毒去疣,去疣二号方,马齿苋 60 克 蜂房 9 克 生苡仁 30 克 紫草 15 克,,,每日水煎服一剂，七剂为一疗程，至多二个疗程进行观察。 ,,马齿苋清热解毒；生苡仁除湿去疣；紫草凉血清热；蜂房以毒攻毒；合而用之，去疣解毒。 ,马齿苋合剂二方
773,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.12

",扁平疣$传染性软疣,,,,清解解疣毒,去疣三号方,马齿苋 60 克 败酱草 15 克 紫草 15 克 大青叶 15 克。,,,水煎服剂为一疗程，至多服二个疗程，进行观察,,马齿苋、败酱草、大青叶清热解毒；紫草凉血清热；综合起来，清解疣毒,马齿苋合剂三方
774,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.12

",多发性寻常疣$跖疣,,,,活血去疣,去疣四号方,当归尾 9 克 赤白芍（各） 9 克 桃仁 9 克 红花 9 克  熟地 12 克 牛膝 9 克 赤小豆 15 克 山甲片 9 克,,,,,本方以山甲片为主药，取其攻窜之力。其余均为养血活血，以助其势。 ,"每剂水煎二次，另加黄酒一两，早晚分服。五剂为一疗，至多二个疗程，进行观察。
"
775,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.12

",泛发性神经性皮炎$皮肤瘙痒症$丘疹性湿疹,,,,凉血润燥$祛风止痒,皮癣汤,生地 30 克 当归 9 克 赤芍 9 克 黄芩 9 克 苦参 9 克 苍耳子 9 克 白藓皮 9 克 地肤子 9 克 生甘草 6 克,,,,,生地、赤芍凉血润燥；黄芩、甘草清热解毒；苍耳子、苦参、白藓皮、地肤子祛风除湿，清热止痒。此方适用于血热风燥之证，起红色丘疹，瘙痒极甚，舌质红，苔薄白或薄黄等。,
776,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.12

",泛发性神经性皮炎$皮肤瘙痒症,,,,养血和营$消风止痒,风癣汤,生地 30 克 元参 12 克 丹参 15 克 当归 9 克 白芍 9 克 茜草 9 克 红花 9 克 黄芩 9 克 苦参 9 克 苍耳子 9 克 白藓皮 9 克 地肤子 9 克 生甘草 6 克。,,,,,生地、当归、白芍、丹参养血和营；元参、甘草滋阴润燥；茜草、红花活血；黄芩除湿清热；苦参、苍耳子祛风除湿； 白藓皮、地肤子除湿止痒。,
777,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.12

",结节性红斑$硬结性红斑$下肢结节病,,,,活血祛祛瘀$通经活络,通络活血方,归尾 9 克 赤芍 9 克 桃仁 9 克 红花 9 克 香附 9 克 青皮 9 克 王不留行 9 克 茜草 9 克 泽兰 9 克 牛膝 9 克。 ,,,,,归尾、赤芍、桃仁、红花活血祛瘀；王不留行通经活血；青皮、香附理气，气行血亦行；茜草凉血清热；泽兰活血破瘀；牛膝引药下行。用于风湿阻于经络，气滞血瘀，结聚成核，红肿疼痛。,
778,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.12

",急性湿疹$脂溢性湿疹$湿疹样皮炎$带状疱疹$下肢丹毒,,,,泻肝胆火$利湿清热,龙胆泻肝汤,龙胆草 9 克 黄芩 9 克 炒山栀 9 克 生地 30 克 车前子 9 克 木通 6 克 六一散 9 克（包）（或用滑石 9 克 甘草 3 克）（当归、柴胡）,,,,,生地凉血清热；胆草、黄芩、栀子苦寒利湿清热；车前子、木通、六一散导湿下行；当归、柴胡一般可不用，如在肝胆经部位，亦可用柴胡，如耳部湿疹（旋耳疮）。本方适用于湿热俱盛型诸证及渗出水多的皮损,
779,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.12

",亚急性湿疹$带状疱疹$银屑病$天疱疮,,,,健脾理湿,除湿胃苓汤（减味）,苍术 9 克 陈皮 6 克 厚朴 6 克 炒白术 9 克 猪苓 9 克 茯苓 9 克 泽泻 9 克 六一散（包） 9 克 （滑石、甘草）（防风、栀子、木通、肉桂） ,,,,,本方合平胃散、五苓散加味组成。苍白术、厚朴、陈皮健脾燥湿；猪茯二苓、泽泻、六一散淡渗利湿。适宜和于脾湿型诸证，由于脾运失健，湿从内生，热象不显，而见舌淡，苔白腻，胃呆，便溏者。,
780,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.13

",粟疮,丘疹性湿疹,,,凉血清热$除湿止痒,凉血除湿汤 ,生地 30 克 丹皮 9 克 赤芍 9 克 忍冬藤 15 克 苦参 9 克 白藓皮 9 克 地肤子 9 克 豨莶草 9 克 海桐皮 9 克 六一散 9 克（包） 二妙丸 9 克（包）,,,,,生地、丹皮、赤芍凉血清热；忍冬藤清热解毒；豨莶草、海桐皮、苦参、白藓皮、地肤子除湿止痒；六一散、二妙丸利湿清热。,
781,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.14

",湿臁疮,下腿湿疹,,,导湿清热,萆薢渗湿汤 ,萆薢 9 克 生苡仁 9 克 丹皮 9 克 黄柏 9 克 赤苓 9 克 泽泻 9 克 通草 3 克 滑石 9 克 ,,,,,诸药导湿下行，用于湿热下注诸证,
782,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.15

",慢性阴囊湿疹,肾囊风,,,温肾助阳$健脾理湿,温肾健脾方 ,吴茱萸6g 蛇床子12g 补骨脂9g 仙茅9g 益智仁9g 苍术9g 茯苓9g 小茴香9g ,,,,,吴萸、补骨脂、仙茅、益智仁温肾助阳；苍术、茯苓、小茴香健脾理湿。用于肾阳不足，脾湿内生，阴囊发凉，潮湿、出汗、发痒之证,
783,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.16

",阴囊湿疹,,,,活血疏风$除湿止痒,活血疏风方 ,当归 12 克 丹参 12 克 赤芍 9 克 红花 9 克 荆芥 9 克 威灵仙 9 克 白蒺藜 9 克 苦参 9 克 ,,,,,当归、丹参、赤芍、红花重在活血；荆芥、灵仙、蒺藜、苦参重在祛风，取治风先治血，血行风自灭之旨。,
784,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.17

",阴囊湿疹$阴囊神经性皮炎 ,肾囊风,,,驱风$除湿$清热,祛风燥湿汤,乌蛇 9 克 独活 9 克 白芷 9 克 蘽本 9 克 黄柏 9 克 白藓皮 9 克 银花 9 克 甘草 6 克,,,,,乌蛇、独活、白芷、蘽本、白藓皮驱风止痒；黄柏、银花、甘草燥湿清热。适用于风重于湿，肾囊干燥发痒，搔后略有出 水之证。 ,
785,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.18

",荨麻疹,,,,疏风清热,疏风清热饮,荆芥 9 克 防风 9 克 牛蒡子 9 克白蒺藜 9 克 蝉衣 4 . 5 克 生地 15 克 丹参 9 克 赤芍 9 克 炒山栀 9 克 黄芩 9 克 银花 9 克 连翘 9 克 生甘草 6 克,,,,,荆芥、防风、牛蒡子、白蒺藜、蝉衣疏表祛风；生地、丹参、赤芍凉营清热；黄芩、山栀、银花、连翘、甘草热解毒。,
786,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.19

",慢性荨麻疹,,,,搜风祛邪$凉血清热,乌蛇搜风汤,乌蛇 6 克 羌独活（各） 9 克 防风 6 克 炙僵蚕 6 克 生地 15 克 丹皮 9 克 丹参 9 克 赤芍 9 克 黄芩 9 克 银花 15 克,,,,,乌蛇、僵蚕搜剔风邪；羌独活、防风祛风外泄；生地、丹参、丹皮、赤芍凉血清热；黄芩、银花清热败毒。适用于风邪久羁，缠绵不愈之症。,
787,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.20

",血管神经性水肿$荨麻疹,赤白游风,,,疏风达邪$和营理气,搜风流气饮,荆芥 9 克 防风 6 克 菊花 9 克 僵蚕 9 克 白芷 6 克 当归 9 克 川芎 6 克 赤芍 9 克 乌药 9 克 陈皮 6 克,,,,,风热阻于营分则发赤肿，风热阻于气分则发白肿，又称 风注。又有风热阻于脏腑，气机失利则腹疼泄泻，均宜此方治之 .,
788,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.21

",冷激性荨麻疹,,,,祛风散寒$活血和营,止痒永安汤 ,荆芥 9 克 防风 9 克 麻黄 6 克 桂枝 9 克 白芷 6 克 羌活 9 克 蝉衣 6 克 当归 9 克 赤芍 9 克 佻仁 9 克 红花 9 克 ,,,,,前六味药，辛温祛风散寒；蝉衣散风；归、芍、桃、红活血祛风，调和营卫。,
789,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.22

",慢性荨麻疹,,,,通经化瘀$活血消风,通经逐瘀汤 ,地龙 12 克 角刺 9 克 刺猬皮 9 克 佻仁 9 克 赤芍 9 克 银花 9 克 连翘 9 克 ,,,,,地龙、角刺、刺猬皮通行经络，搜风止痒；佻仁、赤芍活血化瘀；银花、连翘清热解毒。用于瘀血阻于经隧，营卫之气不得宣通，风邪久郁而致风菩畾日久发作之证，兼风寒者加麻黄、桂枝。,
790,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.23

",泛发性神经性皮炎$慢性荨麻疹,,,,潜阳熄风$养血和营,潜阳熄风方,生熟地（各） 15 克 当归 9 克 何首乌 9 克 紫贝齿 30 克 磁石 15 克 生龙牡（各） 15 克 代赭石 15 克 珍珠母 30 克 白芍 9 克 ,,,,,紫贝齿、磁石、生龙牡、代赭石、珍珠母平肝潜阳；生熟地、当归养血；白芍和阴血，泻肝火；何首乌补肝肾、益精血。,
791,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.24

",疔疮,,,,清热解毒$消肿止痛,地丁饮,地丁 9 克 野菊花 9 克 银花 9 克 连翘 9 克 黑山栀 9 克 半枝莲 9 克 蒲公英 15 克 草河车 9 克 生甘草 6 克,,,,,诸药均属清热解毒，毒去则肿消痛止。,
792,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.25

",痈$疖病$毛囊炎,,,,散瘀消肿$托毒排脓,消痈汤 ,银花 15 克 白芷 6 克 归尾 9 克 赤芍 9 克 大贝母 9 克 花粉 9 克 炙乳没（各） 4 . 5 克 角刺 9 克 炙甲片 9 克 生甘草 6 克 （防风、陈皮）,,,,,归尾、赤芍、炙乳没、白芷活血和营，消肿止痛；贝母、花粉、角刺、山甲托毒排脓；银花、甘草清热解毒。,
793,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.26

",小儿头面痱毒$热疖,,,,清暑邪$解热毒,清暑解毒饮,"青蒿 9 克 厚朴 3 克 黄连 3 克 丹皮 6 克 赤芍 6 克  
银花 6 克 连翘 6 克 绿豆衣 9 克 生甘草 3 克
",,,,,青蒿、厚朴、黄连清暑热；丹皮、赤芍凉积压清热；银花、连翘、绿豆衣、甘草清热解毒。,
794,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.27

",颜面丹毒$腮腺炎,抱头火丹$痄腮,,,清热解毒,普济消毒饮,黄连 6 克 黄芩 9 克 元参 9 克 板蓝根 15 克 连翘 9 克 陈皮 6 克 马勃 1 . 5 克 牛蒡子 9 克 薄荷 3 克（后下） 甘草 3 克 桔梗 3 克 （僵蚕、升麻、柴胡）,,,,,黄连、黄芩、板蓝根、连翘、甘草清热解毒；马勃、薄荷、牛蒡子轻散风热；陈皮理气；桔梗载药上浮。 ,
795,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.28

",药物性皮炎$系统性红斑狼疮$天疱疮,,,,清营凉血$清热解毒,清瘟败毒饮 ,广犀角 3 克（研末冲） 生地 30 克 丹皮 9 克 赤芍 9 克 黄连 6 克 黄芩 9 克 知母 9 克 生石膏 30 克 竹叶 9克 银花 9 克 连翘 9 克 元参 9 克 生甘草 9 克（栀子 桔梗）,,,,,本方综合犀角地黄汤、白虎汤、黄连解毒汤加减而成，原治温病发斑，气血两燔之证。现以治红斑性狼疮、药物性皮炎，毒热入于营血。以犀角、生地、丹皮、赤芍清营凉血；黄连、黄芩、银花、连翘、甘草清解毒热；知母、生石膏清温热；元参滋阴；竹叶清心除烦。,
796,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.29

",疱疹样皮炎,火赤疮,,,散风清热$燥湿止痒,解毒泻心汤 ,"荆芥 9 克 防风 6 克 牛蒡子 9 克 黄连 6 克 黄芩 9  
克 栀子 9 克 知母 9 克 生石膏 30 克 木通 6 克 元参 9 克 六 一散 9 克（包）（滑石、甘草）
",,,,,荆芥、防风、牛蒡散风；黄连、黄芩、栀子燥湿；知母、生石膏清肌热，木通、六一散利湿，佐以元参滋阴。,
797,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.30

",天疱疮,,,,健脾除湿$清热解毒,清脾除湿饮 ,生地 30 克 麦冬 9 克 苍术 9 克 白术 9 克 赤苓 9 克 泽泻 9 克 黄芩 9 克 炒栀子 9 克 菌陈 9 克 连翘 9 克 生甘草 6 克 （枳壳、元明粉）,,,,,苍术、白术、赤苓、泽泻健脾除湿；黄芩、栀子、菌陈、连翘、甘草清热解毒；佐以生地、麦冬滋阴清热。,
798,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.31

",须疮$脓疱疮,羊胡疮$黄水疮,,,清脾胃湿热,芩连平胃散 ,黄连 6 克 黄芩 9 克 苍术 9 克 陈皮 6 克 厚朴 6 克 甘草 6 克,,,,,黄连、黄芩清热燥湿；苍术、陈皮、川朴、甘草健脾化湿。,
799,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.32

",多形红斑$湿疹$脓疱疮,红云风$黄水疮,,,清热解毒$活血消风,升麻消毒饮,"升麻 9 克 防风 6 克 牛蒡子 9 克 羌活 9 克 白芷 6 克 
归尾 9 克 赤芍 9 克 红花 9 克 银花 9 克 连翘 9 克 生甘草 6 克（桔梗 山栀）
",,,,,升麻、防风、羌活、白芷、牛蒡散风；归尾、赤芍、红花活血；银花、连翘、甘草解毒。,
800,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.33

",丹毒$紫癜$漆性皮炎,漆疮,,,滋阴解毒$清肌热,化斑解毒汤,元参 12 克 知母 9 克 生石膏 30 克 黄连 6 克 连翘 9 克 升麻 9 克 生甘草 6 克（牛蒡子） 竹叶30片,,,,,本方由化斑汤合清胃散加减而成。原治热入阳明发斑之证。元参滋阴；知母、生石膏清肌热；升麻、黄连、连翘、甘草清热解毒；竹叶轻清风热。,
801,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.34

",脉管炎,脱疽后期,,,行气活血$清热解毒,顾步汤,黄芪 30 克 当归 30 克 牛膝 15 克 元参 15 克 石斛 15 克 银花 30 克 菊花 15 克 地丁 30 克 公英 30 克 生甘草 15 克,,,,,黄芪补气行血；当归、牛膝活血和营；元参、石斛养阴；银花、地丁、公英、菊花、甘草清热解毒。,
802,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.35

",痤疮,粉剌,,,清肺经热,枇杷清肺饮 ,枇杷叶 9 克 桑白皮 9 克 黄连 6 克 黄芩 9 克  （原方黄柏）甘草 6 克（人参）,,,,,枇杷叶、桑白皮、黄芩清肺热；黄连清心火；甘草解毒。,
803,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.36

",痤疮$酒皶鼻,,,,凉血清热$活血祛瘀,凉血四物汤,生地 30 克 当归 9 克 川芎 6 克 赤芍 9 克 陈皮 9 克 红花 9 克 黄芩 9 克 赤茯苓 9 克 生甘草 6 克,,,,,生地滋阴凉血；当归、川芎、赤芍、红花活血破瘀；黄芩清上焦之热；佐以陈皮理气；赤茯苓清热利湿；甘草清热解毒。适用于痤疮日久，酒皶鼻中期。舌质红，苔薄黄腻等证。,
804,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.37

",痈肿,脓疡,,,活血和营$消肿解毒,和营消肿汤,当归尾 9 克 赤芍 9 克 桃仁 9 克 红花 9 克 黑山栀 9 克 大贝母 9 克 花粉 9 克 丝瓜络 9 克 木通 6 克 炙甲片 9 克 炙乳没（各） 6 克,,,,,归尾、赤芍、桃仁、药花活血化瘀；山栀清热；贝母、花粉、甲片、木通通络消肿；乳香、没药活血止痛。,
805,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.38

",硬皮病$血栓闭塞性脉管炎,皮痹$脉痹,,,祛风除湿$通络活血,独活寄生汤（加减）,独活 9 克 桑寄生 9 克 防风已（各） 9 克 桂枝 9 克 秦艽 9 克 当归 12 克 川芎 9 克 赤芍 15 克 牛膝 9 克 细辛 6 克 茯苓 9 克 甘草 9 克,,,,,独活、寄生、防风已、秦艽、茯苓祛风除湿；当归、赤芍、川芎和营活血；桂枝、细辛、牛膝温经通络。 ,
806,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.39

",雷诺氏征$多形性红斑$脉管炎,,,,温经散寒$活血通脉,当归四逆汤 ,当归 12 克 桂枝 9 克 赤芍 15 克 细辛 3 克 甘草 9 克 大枣7枚  路路通 9 克（原主为通草）,,,,,当归、赤芍活血和营；桂枝、细辛、潞潞通温通血脉；甘草、大枣甘温益气。用于阳虚不足，气血运行不利，不能温故知新养四末，而见手足发凉紫绀，脉沉细之证。 ,
807,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.40

",斑秃$酒皶鼻$荨麻疹,,,,活血化瘀$通窍活络,通窍活血汤,赤芍 15 克 川芎 9 克 桃仁 9 克 红花 9 克 老葱3条  生姜 9 克 红枣7个  麝香 0 . 3 克（绢包） ,,,,,川芎、赤芍、桃仁、红花活血化瘀；麝香通窍；姜枣调和营卫，老葱通阳入络。 ,
808,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.41

",阴疽$附骨疽$脉管炎,脱疽,,,温经散寒,阳和汤,熟地 12 克 白芥子 9 克 鹿角胶 9 克 肉桂末 3 克 炮姜炭 3 克 麻黄 3 克 甘草 6 克,,,,,熟地、鹿角胶温补助阳；炮姜、肉桂、麻黄温通散寒；白芥子祛寒逐痰；甘草协和诸药。,
809,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.42

",痈$疽,,,,补气养血$固正解毒,四妙汤 ,生黄芪 15 克 当归 12 克 银花 15 克 生甘草 6 克,,,,,黄芪补正气；当归养血和营；银花、甘草清热解毒。,
810,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.43

",皮肤瘙痒症,,,,养血熄风止痒,当归饮子,当归 9 克 熟地 12 克 白芍 9 克 川芎 6 克 首乌 9 克 黄芪 9 克 荆芥 9 克（防风） 白蒺藜 9 克 甘草 6 克,,,,,四物、首乌养血滋阴；黄芪补气，气行血亦行；荆芥、蒺藜祛风；甘草润燥。,
811,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.44

",风瘙痒$皮肤瘙痒症,血风疮,,,养血滋阴$熄风止痒,地黄饮子,生地 9 克 熟地 9 克 当归 9 克 元参 9 克 丹皮 9 克 红花 9 克 白蒺藜 9 克 生甘草 6 克 僵蚕 6 克 首乌 9 克,,,,,生熟地、当归养血；首乌、元参滋阴；丹皮、红花活血压计祛风；白蒺藜、僵蚕熄风止痒；甘草润燥 。本方适用于血虚风燥，皮肤干燥，搔痒出血之证。,
812,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.45

",皮肤瘙痒症$红皮症,牛皮癣静止期,,,滋阴养血$润燥止痒,养血润肤饮 ,生地 15 克 熟地 15 克 天冬 9 克 麦冬 9 克 花粉 9 克 当归 9 克 黄芪 9 克 升麻 6 克 黄芩 9 克 桃仁 9 克 红花 9 克,,,,,二地、二冬、花粉滋阴润燥；黄芪、当归补气养血；升麻、黄芩清热；桃仁、红花活血祛风。适用于日久伤阴耗血，血虚风燥之证，皮肤干燥、脱屑、瘙痒，舌质经绛等证。 ,
813,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.46

",瘿瘤$痰核$皮肤猪囊虫病,,,,消痰软坚,海藻玉壶汤,青皮 6 克 陈皮 9 克 半夏 9 克 大贝母 9 克 当归 9 克 川芎 6 克 昆布 9 克 海藻 9 克 海带 9 克 连翘 9 克 独活 9 克 甘草 6 克,,,,,青皮、陈皮、半夏、贝母消痰；昆布、海藻、海带软坚；当归、川芎活血；独活、连翘散结；甘草反佐。 ,
814,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.47

",亚急性湿疹$慢性阴囊湿疹,,,,滋阴养血$除湿止痒,除湿丸,干地黄 180 克 元参 120 克 丹参 150 克 当归 9 0克 茯苓 9 0克 泽泻 9 0克 白藓皮 150 克 蛇床子 9 0克 地肤子 9 0克。,,,,,,
815,朱仁康,"中国中医研究院广安门医院.朱仁康临床经验集,北京：人民卫生出版社，2005.48

",急慢性荨麻疹$玫瑰糠疹$脂溢性皮炎,,,,凉血活血$消风止痒,宁荨丸（一号）,生地 300 克 当归 9 0克 荆芥 9 0克 蝉衣 60 克 苦参 9 0克 白蒺藜 9 0克 知母 9 0克 生石膏 150 克  紫草90克桃仁90克  生甘草60克,,,,,,
