ID,人名,疾病,临证经验,资料来源
11,赵炳南,疤疹样皮炎$天疤疮$亚急性湿疹$脂溢性皮炎$接触性皮炎$脓疤疮,"5、清脾除湿法:偏于湿热而湿重于热者。临床适应于疤疹样皮炎、天疤疮、亚急性湿疹、脂溢性皮炎、接触性皮炎、脓疤疮等。代表方剂:清脾除湿饮。方药有:茯苓9g、白术gg、苍术9g、生地30g、黄芩9g、麦冬9g、桅子9g、泽泻9g、生草6g、连翘15g、茵陈12g、元明粉9g、灯芯3g、竹叶3g、枳壳9g。
","曲剑华,姚卫海.谈赵老从湿论治皮肤病[A].中华中医药学会.中华中医药学会皮肤科分会第六次学术年会、赵炳南学术思想研讨会、全国皮肤科中医外治高级研修班论文集[C].中华中医药学会:,2009:3."
12,赵炳南,皮肤病,"6、温化寒湿法:适用于寒湿之证。代表方剂:苓桂术甘汤。苓桂术甘汤出自东汉伟大医学家张仲景之《伤寒论》,论中所述:心下逆满,气上冲胸,起则头眩,脉沉紧为其主要见症,原治伤寒误吐误下,胸虚邪陷,中阳不振,水饮上逆证,其病机关键在于中焦阳虚,脾胃失运,气不化水,聚湿为饮上犯清窍。临床每见形体偏胖,素多痰湿,抗病力差,易于感冒,稍有饮食不慎即损伤脾胃,聚湿为饮上犯清窍而发病者。正合荃桂术甘汤之病机。荃桂术甘汤乃属涤饮与扶阳并施,调卫与和营共治之方,其中茯苓甘淡利水,补脾厚土,养心安神,行肺之治节以发挥消阴利水、养心定悸、补脾以固堤坊而防水上泛之功;桂枝通阳以消阴,下气以降冲,补心阳而制水寒与获荃配合相得益彰,上补心阳之虚,下而通阳以行津液,渗利水邪而伐阴气;白术补脾协助茯苓以运化水湿;炙甘草助桂枝上扶心阳,中保脾胃之气,以缓水势泛滥,合桂枝并有调和营卫之功,四药配伍精当,用之于脾虚痰湿之病患恰到好处。药物有:茯苓、桂枝、白术、炙甘草。
","曲剑华,姚卫海.谈赵老从湿论治皮肤病[A].中华中医药学会.中华中医药学会皮肤科分会第六次学术年会、赵炳南学术思想研讨会、全国皮肤科中医外治高级研修班论文集[C].中华中医药学会:,2009:3."
13,赵炳南,皮肤病,"7、芳香化湿法:用于湿浊不化者。代表方剂:蕾香正气散。【出处】《太平惠民和剂局方》〔功用〕:解表化湿,理气和中。〔主治」:外感风寒,内伤湿滞证。霍乱吐泻,恶寒发热,头痛,脱腹疼痛,舌苔白腻,以及山岚瘴疟等。藿香正气水(散、丸)自宋代以来,一直作为祛暑解表、理气化湿和中的要药,常用于治疗外感风寒、内伤湿滞、头痛昏重、呕吐泄泻等病症,随着医药学的发展,人们在临床实践中发现它有更广泛的用途,尤其在治疗皮肤科疾病中疗效较为显著。药物有:藿香、紫苏、苦桔梗、白芷、厚朴、大腹皮、陈皮、白术、半夏曲、甘草、茯苓、姜、枣。","曲剑华,姚卫海.谈赵老从湿论治皮肤病[A].中华中医药学会.中华中医药学会皮肤科分会第六次学术年会、赵炳南学术思想研讨会、全国皮肤科中医外治高级研修班论文集[C].中华中医药学会:,2009:3."
14,赵炳南,慢性尊麻疹$慢性湿疹$皮肤疹痒症,"8、除湿疏风法:应用于内有蕴湿兼有外感风邪者。临床适于慢性尊麻疹、慢性湿疹、皮肤疹痒症等。代表方剂:多皮饮。药物有:地骨皮9g、五加皮9g、桑白皮15g、干姜皮6g、大腹皮9g、白鲜皮15g、粉丹皮9g、赤芍皮15g、鲜冬瓜皮15g、扁豆皮15g、川楝皮9g。综上所述,赵老在临床治疗皮肤病时,多采用上述健脾燥湿、健脾渗湿、健脾化湿、健脾除湿、清脾除湿、温化寒湿、芳香化湿、除湿疏风等方法,辨证施治,临证加减化裁,疗效显著。脾主湿而恶湿,湿为长夏之主气,夏季也是皮肤病的多发季节,故皮肤病的发生常与湿邪侵犯或湿邪内生密切相关,从湿论治皮肤病亦是赵炳南学术思想的体现,他为我们后人留下了极为宝贵的临床经验,还需我们认真的传承和发扬下去。","曲剑华,姚卫海.谈赵老从湿论治皮肤病[A].中华中医药学会.中华中医药学会皮肤科分会第六次学术年会、赵炳南学术思想研讨会、全国皮肤科中医外治高级研修班论文集[C].中华中医药学会:,2009:3."
15,王莒生,白癜风,"1个体化治疗
流行病学研究表明,本病多见于青少年[1]。王师临证依据本病的发病特点和青少年的不同生理病理状态,制定了相应的个体化治疗原则。
1.1儿童注意调脾小儿脏腑娇嫩,形气未充。清代著名儿科医家万全曾提出小儿“三有余,四不足”之说,即“肝常有余,心常有余,阳常有余；脾常不足,肺常不足,肾常虚,阴常不足”。《幼科发挥》云：“肝常有余,脾常不足者,此都是本脏之气也,盖肝乃小阳之气,儿之初生,如木方萌,乃小阳生长之气以渐而壮,故有余也。肠胃脆薄,谷气未充,此脾所以不足也。”脾胃共居中州,主运化水谷精华,为后天之本,气血生化之源。小儿常饮食不节,或暴饮暴食、过食肥甘厚味,或偏食、厌食,均可致脾胃运化转输功能失常；过食肥甘厚味又可助湿、生热、生痰等,形成致病因素,阻碍气机,影响脾胃功能,导致脾胃虚弱,气血生化乏源,肌肤络脉不充,皮毛失于荣养,则致皮肤蕴生白斑。脾开窍于口,其华在唇。足阳明胃经环绕口唇,故皮损多发于面部及口唇处。研究表明,儿童白癜风多发生在春季[1]。肝气旺,肝旺克于脾土,加之小儿易肝旺脾虚,表现为白斑颜色萎黄,病情发展比较缓慢,多伴有纳食减少、脘腹胀满、身倦乏力、面色微黄,舌淡,苔白或腻,脉虚弱或滑。因此,王师治疗多采用健脾消导之法,喜用炒白术(大便干时可用生白术)、茯苓、焦三仙等强健脾胃、除湿消食,结合小儿阳常有余的特点,佐以连翘、黄连等,清肠胃之积热。
1.2青年注意调肝七情是人体对外界环境产生的一种生理性表现,正常情况下不会致病。但青年人的情感常持续处于过度兴奋或抑制状态,伤及五脏,使机体的平衡状态被打乱,气机紊乱、气血失和,若风邪乘虚而入,滞留于皮肤腠理之间,阻滞经脉,肌肤失养,则可促成白斑。皮损表现为白斑色泽明暗不一,无固定好发部位,白斑或圆或长,或为不规则云片状,皮损可有发红及痒痛感。发病可急可缓,多随精神情绪变化而加剧或减轻。通常伴有急躁易怒、胸胁胀满、善太息等,舌偏红或黯红,苔薄黄,脉弦。青年白癜风患者多发生在春夏两季[1]。因此,王师在治疗上多采用理气和血之法,喜用柴胡、郁金、香附、合欢皮、玫瑰花等疏理肝气、调和气血之品。","王丽,王莒生,周冬梅.王莒生基于个体化方案治疗白癜风[J].中国中医药信息杂志,2013,10:83-84."
16,王莒生,白癜风,"2标本兼治,善调和气血王师在临床上观察到白癜风患者多伴有免疫功能紊乱,机体抗病能力下降,邪气乘虚而入,致本病的发生或加重。认为本病以肝肾不足、脾胃虚弱为本,外感六淫、内伤七情、饮食失调致使气血失调而成本病。临床常采用补益肝肾、调理脾胃、祛风通络、调和气血的治疗方法。常用生黄芪、白术健脾益气,脾胃健则营气充,中焦固则卫气和,生黄芪尚可祛风固表,合防风有玉屏风散之意,安内攘外也。补骨脂、黑芝麻、首乌藤、鸡血藤补肝肾益精血,藤类药物既可通络,又可使全方补而不滞。《诸病源候论》认为白癜风是因“风邪搏于肌肤,血气不和所生”。故王师常用白芷、蒺藜、白僵蚕、桑白皮治疗白癜风,祛内外之风,散结通滞。麻黄主入肺经,为肺经要药,王师认为麻黄开肺,善祛表皮之风,合防风既可祛邪御邪,又可引诸药入肺经、达皮毛。
","王丽,王莒生,周冬梅.王莒生基于个体化方案治疗白癜风[J].中国中医药信息杂志,2013,10:83-84."
17,王莒生,白癜风,"3经络辨证,善用引经药王师认为,在皮肤病的诊疗过程中一定不能忽视皮损部位的经络辨证。《素问·皮部论篇》云：“皮者,脉之部也。邪客于皮则腠理开,开则邪入客于络脉,络脉满则注入经脉,经脉满则入舍于脏腑也。”反之,当机体内脏有病时,亦可通过经脉、络脉而反映于皮部,根据皮部的病理反应来推断脏腑病证。尤在泾《读书笔记》云：“兵无向导,则不达贼境；药无佐使,则不通病所。”因此,王师根据发病部位常选用一些引经药物。如发于头部常用藁本或川芎,藁本、川芎性味辛散,可上达巅顶,祛内外之风；发于眉棱骨或胃经常用白芷,借其辛散之力,入阳明经而祛风散邪,入阳明腑可调理肠胃；发于胸胁及肝经常用柴胡、郁金、香附,既可疏肝调气血,又可引诸药作用于病处；发于上肢常用姜黄,善行上肢,活血行气,引诸药直达病所；发于下肢常用川牛膝,借其引血下行之力引药下行；发于四肢常用桑枝等。
","王丽,王莒生,周冬梅.王莒生基于个体化方案治疗白癜风[J].中国中医药信息杂志,2013,10:83-84."
18,王莒生,白癜风,"4中西合参目前,有关白癜风的发病机制虽不十分清楚,但王师参考大量文献,根据白癜风可能的发病机理,结合中药药理的作用,从调节免疫功能、激活酪氨酸酶活性、促进黑素细胞形成、增强光敏感、富含微量元素、活血化瘀改善微循环药物方面对常用中药进行研究和筛选,形成了独特的临床常用药。如黄芪、白术、茯苓、女贞子可以明显提高机体免疫力,白芷可以增加皮肤的光敏感性,蒺藜可以激活酪氨酸酶活性,补骨脂兼有这两种作用,浮萍、牡蛎富含微量元素,当归、川芎、牡丹皮活血化瘀、改善微循环。
","王丽,王莒生,周冬梅.王莒生基于个体化方案治疗白癜风[J].中国中医药信息杂志,2013,10:83-84."
19,王莒生,白癜风,"5重视心理和精神调护白癜风患者多因本病难治而普遍存在对治疗失去信心的心理特征,焦虑、抑郁、自卑等心理又会导致病情加重。研究表明,对患者进行心理咨询和治疗可以缩小白癜风皮损、减缓病情的发展[2]。在临床中,王师一方面善用郁金、香附、合欢皮、玫瑰花、月季花等药物疏肝解郁、理气活血；另一方面,对患者进行有针对性的心理疏导,给予安慰、同情、支持和帮助,提高对疾病的认识,解除精神紧张,减轻焦虑情绪,同时与其家属及朋友进行交流,积极争取患者身边人的配合,引导他们在患者面前保持良好的心境,帮助患者树立战胜疾病的信心。","王丽,王莒生,周冬梅.王莒生基于个体化方案治疗白癜风[J].中国中医药信息杂志,2013,10:83-84."
20,王莒生,白癜风,"白癜风是一种常见的进行性色素脱失性皮肤病,主要发生在年轻人群。资料表明有一半的病人在20岁之前发病。白癜风的病程无法估计,总的来说,其自然病程通常是缓慢进行性的。多数患者处于活动期。暴露部位受累常使患者尴尬,交际、工作等受影响。
早期的古代文献认为这类疾病是风邪为患,如《诸病源候论》认为“白癜风',,“此亦是风邪搏于皮肤、血气不和所生也”。其后逐渐认识到除风邪为患,还与肺、脾、肝、肾等脏腑功能相关,气血失和、气血疲滞是主要病理变化。如《证治准绳》指出“白驳”是“肺风流注皮肤之间,久而不去所致”。《圣济总录·白驳》认为“皆由风热搏于肤腆。脾肺二经不利也。”《医学入门》认为“赤白癜乃肝风搏于皮肤,血气不和所生也。”《本草经疏》认为“白癜风”是肝脏血虚生风所致,“盖肝为风木之位,藏血之脏,血虚则发热,热甚则生风”。《外科正宗》认为白斑可因气滞血疲而产生,“紫白癜风乃是一体而分二种也。紫因血滞、白因气滞,总因热体风湿所受,凝滞毛孔,气血不行所致”。《医林改错》则明确提出“白癜风,血瘀龄皮里”,并创制的“通窍活血汤”,主张用活血祛瘀治疗本病。
","周冬梅.王莒生学术思想与临床经验总结及辨血为主论治寻常型银屑病的临床研究[D].北京中医药大学,2011."
21,王文春,多形性红斑,王老师结合多形性红斑的局部症状、皮损情况、全身症状，自创当归四物汤、解毒泻心汤，在此基础上加减治疗临床效果极佳。当归四逆汤出自《伤寒论》，有温经散寒、养血通脉功效，主治四肢逆冷之证。方中当归辛、温，养血活血止痛散寒；桂枝辛、温，温经散寒通脉；芍药配当归和营血，配桂枝调和营卫；甘草配桂枝温通心阳，配芍药缓急止痛；细辛通血脉，散寒邪；通草通血脉，又可使阴血充、客寒除、阳气振、经脉通，大枣益气补血，防风、白芷、生姜祛风散寒；车前草除湿。诸药合用，共奏祛风、散寒、除湿、通络之效。解毒泻心汤出自《医宗金鉴》，原方主治火赤疮属风热偏盛型。方中牛蒡子、防风、薄荷、蝉蜕清热祛风，黄芩、金银花、连翘、石膏清热解毒，玄参、生地清热凉血，木通、滑石清热利水。诸药合用，共奏清热、祛风、利湿之效。 辨证分型王文春主任医师根据病因病机、症状分为两型。①风寒湿型：每于气候寒冷潮湿时发病或症状加重，遇天气转暖后逐渐减轻或消失，以秋冬季节多见，易复发。皮疹以斑丘疹为主、色泽暗红或紫红色，可查及特征性损害—虹膜样红斑，多见于四肢远端、耳边等部位，形如冻疮，患处痒而微痛，皮温下降，指趾肿胀，肢冷，遇冷加重，得热则减，腹痛，小便清长，便溏，舌质淡苔白，脉沉濡。治以温经通络，祛寒化湿。药用当归四逆汤加减。②风湿热型：多见于春秋季节，红斑色呈鲜红，或以水疱、大疱为主，甚则糜烂，可分布全身，常常累及黏膜，全身症状明显，可查及虹膜样红斑，发热头重，神倦乏力，纳呆呕恶，关节酸痛，便秘或黏滞不爽，甚则高热恶寒，恶心呕吐，病程长，舌红苔黄，脉多滑或数。治以清热利湿，凉血解毒。方用解毒泻心汤加减。,"杨鹏斐,王思农.王文春治疗多形性红斑经验[J].实用中医药杂志,2013,04:284-285."
22,王玉玺,银屑病,王玉玺教授认为“祛风”为治疗银屑病的基本原则。《素问·阴阳应象大论》有: “其有邪者，渍形以为汗，其在皮者，汗而发之”，故风邪致病，治疗当以祛风为先，祛风之法具有宣肺气、通表里、发腠理、透皮肤的功效，又风邪为六淫之首，常挟其它外邪羁留于肌表，以致营卫郁滞，风盛血燥，风既引邪来，还当带邪去，兼夹之邪只有通过透表发邪之法，才能迅速随风而去，按所挟之邪，辅以清热、解毒、散寒、祛湿、润燥、活血、化痰等法。临床上根据具体病例灵活应用，采用疏风清热、疏风解毒、疏风散寒、疏风燥湿、疏风润燥、疏风活血、疏风化痰等法，可一法单用，亦可几法同用。王老善用风药治疗银屑病，所谓风药是一类气味轻薄、具有春气风木特性用于祛风或治疗风病的一类药物，其功用大致可概括为升、发、散、达、化、燥、通、窜、透、动等［7］。风药的主要作用有: 一，风药可解表祛风，祛除兼夹之邪，风药具有透泄游走之性，亦能祛除在里之邪，如内生之湿，瘀热之火，热化之燥，内生之毒等; 二，风药可畅通表里，引导气血流通。风药开表，可畅通由里达表之气机，通调三焦及经络之气滞，开散肌腠，祛邪解表; 三，风药可消风止痒。痒是由邪气与卫气在分肉皮腠间相搏，影响卫气正常运行，邪气与卫气胶结，往来窜行而引起。痒自风来，故祛风药具有消风止痒的作用; 四，风药引经。风药具有游走之性，善于引药归经，临床治疗上焦或头面疾病时，常用风药引经，如羌活祛太阳之风，白芷祛阳明之风，柴胡祛少阳之风，苍术祛太阴之风，细辛、独活祛少阴之风，川芎、吴茱萸祛厥阴之风等。王玉玺教授认为银屑病发病初期多为“外风”为患，但随着疾病的发展，尚会出现因血热、血燥、血虚、血瘀等所生之“内风”，后期久病入络，尚有“经络之风”，因此，在应用祛风法时，应注意外风宜散，内风宜熄，经络之风宜搜剔。故风药亦可分为针对外风的疏风药与针对内风的搜风药、熄风药。临床中内风与外风又常相兼为病，且大部分病例皆是外风引动内风，而致皮肤瘙痒、发展迅速、变化多端等症状，王老临床常将疏风药与熄风、搜风药同用，效果甚佳。王老临床常用麻黄、,"杨素清,张婷婷,闫景东.王玉玺教授从“风”论治银屑病的经验[J].时珍国医国药,2013,02:460-461."
23,邬成霖,顽固性痤疮,一、  从肝肾论治女性青春期后痤疮    面部痤疮是一种面部毛囊皮脂腺的慢性炎症，以粉刺、丘疹、脓疱、结节及囊肿等皮损伴有皮脂溢出为临床特征。部分女性患者病情轻重往往与月经有关，即在经前加剧或发病。传统治疗不分男女，均从肺经风热，脾胃湿热而治，但对于女性青春期后痤疮患者，疗效并不让人满意。邬老认为，面部痤疮的发生发展，均与肝密切相关，而女子的经、带、产、乳更是以肝为基础。肾主精，为先天之本，育肾阴肾阳于一体。由于肝郁气滞，肝阴不足，致使肾阴亏虚，阴虚火旺，虚火上浮于面，火郁于内而发疹。痤疮因肾虚肝郁，气郁化火，火性炎上而生。女性月经周期的形成是肾、天癸、冲任督带、胞宫协调作用的结果，与现代医学提出的下丘脑．垂体．卵巢轴的反馈调节机制有类似之处。临床表现为痤疮经前加剧或诱发，伴有月经不调。所以治疗不能仅拘泥于传统观念，在临床应用上，除了疏肝郁、清肝火、利肝湿、养肝血之外，更应注重通调月经，和顺气血.以提高临床疗效，可治以平肝清火、滋肾养阴。邬老在祖传传消痤汤的基础上结合自己的临床经验，总结出疏肝消痤汤，组方为：生地、连翘、益母草、丹参、茵陈、柴胡、郁金、白花蛇舌草、凌霄花等，并以肾的阴阳转化，胞宫的气血藏泻等特点，采用分期论治，即据月经周期用药，一般经前血海充盛予以疏导；经中血室大开，血海空虚，慎用寒凉及大热之品，以平药调补月经：经后滋肾阴，益气血。女性月经先期多因血热，以清热滋阴调理冲任，月经后期多由于肝郁气滞血瘀，治以疏肝行气活血。随证加减：月经量少或痫经加当归、香附、路路通：月经量多则经后加女贞子、旱连草：伴面部脓疱加野菊花、鱼腥草；伴结节或囊肿加夏枯草、浙贝：便秘加制大黄、全栝楼：烦燥易怒加白菊花、白芍：舌红加焦山栀、川连；苔腻加尘山楂、生白术、陈皮；对结节囊肿型患者适当加用活血药如当归、丹参、桃仁、红花，甚至三棱、莪术、皂角刺、穿山甲。    ,"罗维丹,寇霄.邬成霖教授中西医结合治疗顽固性痤疮经验[A].浙江省中西医结合学会皮肤性病专业委员会、中华医学会杭州分会皮肤科专业委员会.浙江省中西医结合学会皮肤性病专业委员会、中华医学会杭州分会皮肤科专业委员会第二十四次疑难皮肤病研讨会资料汇编[C].浙江省中西医结合学会皮肤性病专业委员会、中华医学会杭州分会皮肤科专业委员会:,2007:3."
24,邬成霖,顽固性痤疮,二、  从湿热瘀治青春期痤疮：    邬老认为青春期痤疮主要责之于湿热痰瘀互结。因青年正值发育时期，阳气偏旺，热邪易起。若饮食不节，过食肥甘厚味，生湿蕴热，湿热循阳明经上蒸于面，湿热日久炼液成痰，血热日久凝结成瘀，痰瘀互结而成顽疾，致使疾病缠绵难愈，反复发作。治疗当以清热利湿，化痰散瘀之法。自拟败毒合剂，药用虎杖、平地木、茵陈、鱼腥草、夏枯草、浙贝、茜草、生山楂、赤芍、尘甘草。方中以虎杖、平地木、茵陈为君，具清热利湿、凉血活血之功：黄芩、栀子、夏枯草为臣以清三焦之火：茜草、赤芍、生山楂、鱼腥草、浙贝同为佐药可凉血活血散瘀解血分之毒，兼化痰湿：生甘草调和诸药为使。伴结节囊肿者加当归、制军助清三焦诸火，散瘀通经：如脓疱较多者，加重清热解毒药的剂量，并加用蒲公英、银花、连翘、野菊花。    ,"罗维丹,寇霄.邬成霖教授中西医结合治疗顽固性痤疮经验[A].浙江省中西医结合学会皮肤性病专业委员会、中华医学会杭州分会皮肤科专业委员会.浙江省中西医结合学会皮肤性病专业委员会、中华医学会杭州分会皮肤科专业委员会第二十四次疑难皮肤病研讨会资料汇编[C].浙江省中西医结合学会皮肤性病专业委员会、中华医学会杭州分会皮肤科专业委员会:,2007:3."
25,邬成霖,顽固性痤疮,三、  适当采用激素治疗    1、安体舒通：安体舒通除具有利尿作用外，还具有抗雄激素作用。动物实验表明，安体舒通可选择性破坏性腺和肾上腺的细胞色素P400酶系统，抑制雄激素生成酶的活性，减少雄激素的产生。邬老常规采用的剂量较小，可将副作用降到最低，一般为40mg/d．一个月为一疗程。    2、性激素治疗：对已经连续2-3月正规治疗，疗效仍欠佳者，女性可加用达英-35．  自月经来潮的当天给予患者达英-35口服，每天1片．21天为一疗程，可连服多个疗程。  见效后继续2-3个月经周期停药。达英-35为德国先灵公司生产，每片含醋酸环丙孕酮  2mg和乙炔雌二醇3 5mg．其中的环丙孕酮能与睾酮竞争皮脂腺上的受体，使睾酮  不能与其受体结合．降低对皮脂腺刺激，从而减少过多皮脂分泌和毛囊管中角化物堆  积、使粉刺不易形成。乙炔雌二醇除增强环丙孕酮的作用外．还有防止引起子宫不规则  流血的作用。男性可加用乙底酚，每晚一片连续服用，见效1月后停药，此法多用  于爆发性痤疮，或炎症严重者。因乙底酚可导致月经紊乱，故不主张用于女性。    3、皮质激素治疗：小剂量皮质激素于夜间服用可负反馈作用于下丘脑一垂体一肾上腺轴，减少早晨促肾上腺皮质激素( ACTH)的释放，从而抑制肾上腺源性雄激素的分泌：还对炎症性痤疮有抗炎作用。可用于常规治疗失败或不能耐受的患者，予地塞米松或强的松，月经前7天始每晚一片，共服7-10天。,"罗维丹,寇霄.邬成霖教授中西医结合治疗顽固性痤疮经验[A].浙江省中西医结合学会皮肤性病专业委员会、中华医学会杭州分会皮肤科专业委员会.浙江省中西医结合学会皮肤性病专业委员会、中华医学会杭州分会皮肤科专业委员会第二十四次疑难皮肤病研讨会资料汇编[C].浙江省中西医结合学会皮肤性病专业委员会、中华医学会杭州分会皮肤科专业委员会:,2007:3."
